pic_name,textures,patterns,types,crafts,contours,hems,collars,sleeve_lengths,pant_lengths,coat_lengths,skirt_lengths,upper_dress_contours,styles,sleeve_types,plackets,kinds,fabrics,orientations,colors_2
6962a441b895f1ef6e14ceb69a.jpg,条纹, 无图案,宽松, 无装饰,直筒裤,常规,衬衫领,长袖,九分裤,中长,中裙,H型, 韩版 简约,落肩袖,单排扣,衬衫,棉麻,正面,蓝紫
22fc98420d920425c99d32ed41.jpg,拼色, 文字,合身, 贴布贴片 印花,直筒裤,常规,常规高领,超长袖,九分裤,常规,中裙,H型, 韩版 休闲 运动,常规袖,拉链,夹克,棉麻,正面,蓝
22fc98420d920425c99d32ed41.jpg,纯色, 无图案,修身, 无装饰,锥子裤,收口(束口),披肩领,长袖,长裤,常规,长裙,H型, 韩版 简约 百搭 休闲,常规袖,暗门襟,休闲裤,棉麻,背面,黑
4d01fd420c8ae95dcf77bfacf8.jpg,动物花纹, 文字,合身, 印花,直筒裤,常规,圆领,短袖,九分裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,套头,T恤,棉麻,正面,灰
4d01fd420c8ae95dcf77bfacf8.jpg,纯色, 无图案,宽松, 无装饰,直筒裤,常规,抹胸领,短袖,五分裤,不可见,短裙,H型, 休闲,插肩袖,暗门襟,短裤,棉麻,正面,绿
e9fb4e4cbdac83faebee519592.jpg,纯色, 文字,合身, 无装饰,阔腿裤,常规,衬衫领,长袖,九分裤,中长,短裙,H型, 韩版 简约 百搭 休闲,常规袖,单排扣,夹克,棉麻,正面,黑
e9fb4e4cbdac83faebee519592.jpg,拼色, 文字,合身, 绣花,阔腿裤,常规,衬衫领,长袖,超短裤,中长,短裙,H型, 百搭 休闲,常规袖,单排扣,半身裙,牛仔,正面,蓝
585cca4633b6362256cad7cba3.jpg,纯色, 无图案,合身, 无装饰,灯笼裤,收口(束口),V领,长袖,长裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,套头,针织衫,针织,正面,紫红
585cca4633b6362256cad7cba3.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,短袖,长裤,及膝,中裙,H型, 简约 休闲,落肩袖,暗门襟,休闲裤,棉麻,正面,灰
e1dc0c4c02b0f843fa7a1e4d41.jpg,纯色, 文字,合身, 无装饰,锥子裤,收口(束口),常规半高领,长袖,九分裤,常规,短裙,H型, 韩版 百搭 休闲,落肩袖,套头,卫衣,棉麻,侧面,紫
5c9591489e95af320508bbc0ac.jpg,纯色, 文字,合身, 绣花,直筒裤,收口(束口),连帽,长袖,长裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,套头,卫衣,棉麻,正面,蓝
5c9591489e95af320508bbc0ac.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,连帽,不可见,短裤,不可见,不可见,H型, 简约 百搭 休闲,飞飞袖,暗门襟,短裤,棉麻,截断,黑
e9e4034f1fbb20c9cb0ab58f03.jpg,纯色, 文字,合身, 印花,锥子裤,常规,圆领,短袖,九分裤,常规,中裙,H型, 韩版 百搭 休闲,常规袖,套头,T恤,棉麻,正面,白
e9e4034f1fbb20c9cb0ab58f03.jpg,纯色, 无图案,合身, 无装饰,直筒裤,不规则,抹胸领,无袖,超短裤,中长,超短裙,H型, 简约,常规袖,暗门襟,短裤,雪纺,背面,黑
17500d4de7a40c9ef85a4fe7fa.jpg,纯色, 无图案,修身, 无装饰,锥子裤,收口(束口),一字领,长袖,九分裤,不可见,中长裙,H型, 韩版 简约 休闲,常规袖,暗门襟,休闲裤,棉麻,正面,黑
17500d4de7a40c9ef85a4fe7fa.jpg,纯色, 无图案,合身, 无装饰,灯笼裤,收口(束口),圆领,长袖,九分裤,常规,中长裙,H型, 简约 休闲,常规袖,套头,针织衫,针织,正面,橙红
c95edf47809c4c866120818c02.jpg,纯色, 无图案,合身, 无装饰,直筒裤,收口(束口),飞行员领,超长袖,超短裤,常规,短裙,H型, 简约 休闲,常规袖,拉链,夹克,牛仔,正面,灰
c95edf47809c4c866120818c02.jpg,纯色, 文字,合身, 绣花 褶皱,直筒裤,常规,一字领,超长袖,九分裤,中长,短裙,X型, 简约 百搭 休闲,落肩袖,暗门襟,休闲裤,棉麻,背面,灰
49b2074e19a163d259c339c10c.jpg,纯色, 文字,合身, 印花,直筒裤,常规,常规半高领,长袖,九分裤,常规,短裙,H型, 百搭 休闲,常规袖,拉链,羽绒服,棉麻,正面,黑
49b2074e19a163d259c339c10c.jpg,纯色, 无图案,合身, 无装饰,直筒裤,毛边,方领,无袖,超短裤,不可见,短裙,H型, 休闲,常规袖,暗门襟,短裤,牛仔,截断,蓝
569b66406c84dce4fca687356f.jpg,纯色, 无图案,合身, 无装饰,锥子裤,常规,一字领,七分袖,长裤,及膝,中裙,H型, 休闲,常规袖,暗门襟,休闲裤,棉麻,正面,卡其
569b66406c84dce4fca687356f.jpg,纯色, 图形 文字,合身, 印花,直筒裤,常规,圆领,短袖,九分裤,不可见,短裙,H型, 简约 百搭 休闲,常规袖,套头,T恤,棉麻,正面,蓝
1f6e6d42d6bfc2246f26fa2a72.jpg,纯色, 卡通动漫,合身, 印花,直筒裤,收口(束口),常规半高领,长袖,九分裤,常规,中裙,H型, 简约 百搭 休闲,常规袖,拉链,卫衣,棉麻,正面,黑
1f6e6d42d6bfc2246f26fa2a72.jpg,纯色, 无图案,修身, 无装饰,直筒裤,常规,抹胸领,无袖,短裤,不可见,不可见,H型, 简约 休闲,落肩袖,暗门襟,短裤,牛仔,背面,卡其
be2d794a68a103135487bf15cd.jpg,纯色, 无图案,合身, 无装饰,阔腿裤,开叉,连帽,中袖,长裤,中长,短裙,H型, 简约 百搭 休闲,落肩袖,套头,卫衣,棉麻,正面,白
be2d794a68a103135487bf15cd.jpg,纯色, 无图案,合身, 无装饰,直筒裤,开叉,抹胸领,无袖,超短裤,高腰,超短裙,H型, 简约,常规袖,暗门襟,短裤,棉麻,背面,黑
81603e42b29b91f912c0a95487.jpg,纯色, 无图案,合身, 绣花,直筒裤,常规,常规高领,长袖,九分裤,中长,短裙,H型, 韩版 休闲,常规袖,暗门襟,棉衣,棉麻,正面,蓝
81603e42b29b91f912c0a95487.jpg,纯色, 无图案,紧身, 无装饰,铅笔裤,常规,一字领,长袖,长裤,及膝,长裙,H型, 休闲,常规袖,暗门襟,打底裤,牛仔,正面,黑
39f22646cca77a52aba3543175.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,七分袖,长裤,中长,长裙,H型, 简约 百搭 休闲,常规袖,暗门襟,休闲裤,正装,背面,黑
39f22646cca77a52aba3543175.jpg,纯色, 无图案,合身, 无装饰,锥子裤,收口(束口),常规半高领,长袖,九分裤,常规,中长裙,H型, 简约 百搭 休闲,常规袖,套头,针织衫,棉麻,背面,黑
081a9d4eeba6d6271f30e12ff7.jpg,纯色, 无图案,修身, 腰带,锥子裤,收口(束口),一字领,七分袖,九分裤,中长,长裙,H型, 简约 百搭 休闲,常规袖,暗门襟,休闲裤,棉麻,侧面,红
081a9d4eeba6d6271f30e12ff7.jpg,条纹, 无图案,修身, 无装饰,锥子裤,收口(束口),圆领,短袖,短裤,不可见,短裙,V型, 简约 百搭 休闲 甜美,常规袖,套头,T恤,棉麻,正面,灰
c0a3ec423ab37f222634f9f09c.jpg,格纹, 文字,宽松, 贴布贴片,锥子裤,常规,衬衫领,短袖,九分裤,常规,短裙,H型, 韩版 简约,常规袖,单排扣,衬衫,棉麻,正面,蓝
c0a3ec423ab37f222634f9f09c.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,无袖,短裤,不可见,中裙,H型, 韩版 休闲,包袖,暗门襟,短裤,牛仔,截断,灰
928d8f42f784aa2eab4e2c8db4.jpg,纯色, 无图案,紧身, 无装饰,铅笔裤,常规,一字领,短袖,九分裤,中长,短裙,H型, 韩版 简约 休闲,荷叶袖,暗门襟,休闲裤,棉麻,背面,红
928d8f42f784aa2eab4e2c8db4.jpg,纯色, 无图案,合身, 褶皱,直筒裤,常规,常规半高领,七分袖,七分裤,不可见,中长裙,H型, 韩版,喇叭袖,套头,针织衫,针织,背面,橙黄
2aa2594060846d3bbdb8597285.jpg,纯色, 无图案,修身, 无装饰,喇叭裤,毛边,一字领,长袖,九分裤,及膝,长裙,X型, 韩版 简约 百搭,常规袖,暗门襟,牛仔裤,牛仔,正面,蓝
2aa2594060846d3bbdb8597285.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,长袖,超短裤,不可见,超短裙,H型, 韩版 休闲,落肩袖,暗门襟,短裤,牛仔,正面,灰
bea2414175834a6676ec7cc70c.jpg,纯色, 文字,合身, 绣花,直筒裤,收口(束口),飞行员领,超长袖,九分裤,中长,短裙,H型, 简约 百搭 休闲,落肩袖,拉链,夹克,棉麻,正面,黑
bea2414175834a6676ec7cc70c.jpg,拼色, 无图案,修身, 无装饰,直筒裤,收口(束口),西装领,长袖,九分裤,高腰,不可见,H型, 百搭,常规袖,开襟,毛呢外套,牛仔,截断,黑
bea2414175834a6676ec7cc70c.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,长袖,不可见,不可见,不可见,A型, 百搭,落肩袖,暗门襟,短裤,棉麻,截断,橙
bea2414175834a6676ec7cc70c.jpg,条纹, 无图案,合身, 无装饰,铅笔裤,不规则,抹胸领,长袖,长裤,及膝,中长裙,H型, 通勤,常规袖,拉链,皮裙,棉麻,截断,黑
652eac4771b60b18e3e1207e39.jpg,纯色, 无图案,合身, 无装饰,哈伦裤,常规,抹胸领,短袖,九分裤,不可见,长裙,H型, 简约 休闲,常规袖,暗门襟,休闲裤,棉麻,正面,黑
652eac4771b60b18e3e1207e39.jpg,纯色, 文字 艺术效果,合身, 印花,阔腿裤,常规,圆领,短袖,九分裤,常规,中裙,H型, 简约 百搭 休闲,常规袖,套头,T恤,棉麻,正面,灰
36614944d3a5316a3bb449511b.jpg,纯色, 无图案,合身, 无装饰,灯笼裤,收口(束口),常规高领,长袖,七分裤,不可见,短裙,H型, 简约 百搭 休闲 淑女,常规袖,套头,毛衣,针织,截断,灰
26995d41f7846e97f5fb87b632.jpg,条纹, 植物花卉,合身, 绣花,铅笔裤,常规,polo领,短袖,九分裤,常规,中裙,H型, 韩版 休闲,常规袖,套头,Polo衫,棉麻,正面,白
26995d41f7846e97f5fb87b632.jpg,纯色, 无图案,宽松, 无装饰,直筒裤,开叉,海军领,无袖,五分裤,不可见,不可见,H型, 休闲,常规袖,暗门襟,短裤,棉麻,正面,黄绿
f001704607abed0799d09ef8c6.jpg,拼色, 文字,宽松, 印花,喇叭裤,常规,常规高领,长袖,九分裤,常规,短裙,H型, 简约,常规袖,暗门襟,羽绒服,棉麻,正面,黑
f001704607abed0799d09ef8c6.jpg,纯色, 文字,合身, 破洞,直筒裤,常规,圆领,长袖,五分裤,不可见,不可见,H型, 韩版 简约,落肩袖,暗门襟,短裤,牛仔,截断,灰
da371a4ad89076a920b78bc2ce.jpg,纯色, 无图案,合身, 无装饰,锥子裤,收口(束口),半开领,七分袖,长裤,及膝,长裙,H型, 简约 百搭,常规袖,暗门襟,休闲裤,棉麻,正面,黑
da371a4ad89076a920b78bc2ce.jpg,拼色, 文字 艺术效果,合身, 印花,裙裤,常规,圆领,长袖,长裤,常规,中长裙,H型, 简约 百搭 休闲,常规袖,套头,打底衫,摇粒绒,侧面,灰
f022254d66b5819514df3c9df5.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,圆领,短袖,九分裤,常规,中裙,H型, 简约 百搭 休闲,常规袖,套头,T恤,棉麻,背面,灰
f022254d66b5819514df3c9df5.jpg,纯色, 无图案,修身, 无装饰,锥子裤,常规,一字领,长袖,长裤,不可见,长裙,H型, 休闲,常规袖,暗门襟,牛仔裤,牛仔,背面,黑
07c0fd4328887cfc9aef8d8500.jpg,条纹, 无图案,合身, 无装饰,锥子裤,常规,衬衫领,短袖,超短裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,单排扣,衬衫,棉麻,正面,蓝绿
07c0fd4328887cfc9aef8d8500.jpg,纯色, 无图案,修身, 无装饰,直筒裤,常规,圆领,短袖,超短裤,不可见,中裙,H型, 简约 百搭 休闲,插肩袖,暗门襟,短裤,牛仔,背面,黑
ef0b784f1296262ff80baee30c.jpg,纯色, 无图案,合身, 无装饰,锥子裤,收口(束口),荷叶领,超长袖,长裤,不可见,短裙,X型, 韩版 简约 百搭 休闲,落肩袖,单排扣,夹克,棉麻,侧面,白
ef0b784f1296262ff80baee30c.jpg,格纹, 无图案,合身, 无装饰,裙裤,不规则,圆领,短袖,超短裤,中长,短裙,A型, 韩版,落肩袖,无门襟,短裤,毛纺(呢绒),正面,灰
a4fd7846deb353b6a44cff2161.jpg,纯色, 无图案,合身, 无装饰,灯笼裤,收口(束口),常规高领,长袖,七分裤,常规,中裙,H型, 简约 百搭 休闲,常规袖,拉链,羽绒服,丝绒,背面,黑
a4fd7846deb353b6a44cff2161.jpg,纯色, 无图案,修身, 无装饰,锥子裤,收口(束口),一字领,短袖,九分裤,常规,长裙,H型, 简约 百搭 休闲,常规袖,暗门襟,休闲裤,棉麻,侧面,黑
39a9de40548574ac1c7af35af5.jpg,条纹, 无图案,合身, 无装饰,直筒裤,常规,圆领,超长袖,长裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,套头,毛衣,针织,正面,灰
39a9de40548574ac1c7af35af5.jpg,纯色, 无图案,合身, 无装饰,锥子裤,收口(束口),一字领,长袖,长裤,不可见,中裙,H型, 韩版 简约 百搭,常规袖,暗门襟,牛仔裤,牛仔,正面,黑
f54dc14f3aab801fa241f787a0.jpg,纯色, 无图案,合身, 绣花,直筒裤,常规,圆领,中袖,长裤,不可见,长裙,H型, 简约 百搭 休闲,落肩袖,套头,T恤,棉麻,正面,白
f54dc14f3aab801fa241f787a0.jpg,纯色, 文字,合身, 无装饰,直筒裤,毛边,抹胸领,长袖,短裤,常规,短裙,H型, 韩版 简约 百搭 休闲,插肩袖,暗门襟,短裤,牛仔,正面,灰
bde169496c8abdc1f3b3feb031.jpg,纯色, 无图案,合身, 无装饰,锥子裤,常规,抹胸领,七分袖,九分裤,中长,中裙,H型, 韩版 简约 百搭 休闲,常规袖,暗门襟,牛仔裤,牛仔,正面,蓝紫
bde169496c8abdc1f3b3feb031.jpg,拼色, 文字,合身, 印花,直筒裤,常规,圆领,短袖,九分裤,不可见,短裙,H型, 简约 百搭 休闲,插肩袖,套头,T恤,棉麻,正面,白
9569fe4b7aa2654ef42a381515.jpg,纯色, 卡通动漫,合身, 绣花 印花,直筒裤,常规,V领,短袖,长裤,中长,短裙,H型, 韩版 简约 百搭 休闲,落肩袖,套头,T恤,雪纺,正面,橙
9569fe4b7aa2654ef42a381515.jpg,条纹, 无图案,宽松, 无装饰,直筒裤,常规,抹胸领,无袖,超短裤,高腰,超短裙,H型, 简约,翻边袖,暗门襟,短裤,牛仔,背面,蓝
584e704e36b40a018246c6261e.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,一字领,长袖,长裤,及膝,中裙,A型, 简约,常规袖,暗门襟,休闲裤,棉麻,背面,卡其
584e704e36b40a018246c6261e.jpg,纯色, 文字,合身, 贴布贴片,直筒裤,收口(束口),西装领,长袖,长裤,常规,中裙,H型, 简约 休闲,常规袖,拉链,夹克,棉麻,正面,蓝
3bdbba471f8766c112d295451d.jpg,纯色, 无图案,紧身, 无装饰,锥子裤,收口(束口),圆领,长袖,九分裤,中长,长裙,H型, 百搭 休闲,常规袖,暗门襟,休闲裤,正装,侧面,黑
3bdbba471f8766c112d295451d.jpg,拼色, 无图案,合身, 印花,灯笼裤,常规,圆领,长袖,九分裤,不可见,短裙,H型, 韩版 简约 百搭 休闲,常规袖,套头,打底衫,棉麻,侧面,灰
1d12a24851b346fd496af1eb53.jpg,条纹, 文字,合身, 印花,直筒裤,常规,圆领,短袖,九分裤,不可见,中长裙,H型, 韩版 简约 百搭 休闲,常规袖,套头,T恤,棉麻,正面,灰
1d12a24851b346fd496af1eb53.jpg,纯色, 无图案,合身, 无装饰,直筒裤,常规,抹胸领,无袖,不可见,不可见,不可见,H型, 简约 休闲,包袖,无门襟,短裤,棉麻,截断,黑
dda9dc4e8186f8bee0aac8cbc3.jpg,纯色, 无图案,合身, 无装饰,锥子裤,常规,圆领,长袖,九分裤,常规,短裙,H型, 简约 百搭 休闲,常规袖,套头,T恤,棉麻,正面,橙
dda9dc4e8186f8bee0aac8cbc3.jpg,纯色, 无图案,修身, 无装饰,直筒裤,常规,抹胸领,无袖,超短裤,不可见,短裙,H型, 韩版 简约 休闲,包袖,暗门襟,短裤,牛仔,截断,黑
d99e5146adb6b98f28311e883f.jpg,纯色, 无图案,合身, 无装饰,锥子裤,常规,一字领,七分袖,长裤,常规,长裙,H型, 简约 休闲,常规袖,暗门襟,西裤,棉麻,正面,黑
d99e5146adb6b98f28311e883f.jpg,纯色, 无图案,合身, 无装饰,灯笼裤,收口(束口),深V领,长袖,九分裤,中长,短裙,H型, 百搭 休闲,常规袖,单排扣,夹克,针织,正面,蓝
dc02a248059e6a496e0dfaa161.jpg,纯色, 文字,合身, 绣花,哈伦裤,收口(束口),连帽,长袖,九分裤,常规,中裙,H型, 简约 百搭 休闲,常规袖,套头,卫衣,棉麻,正面,紫
